restaurant_name,country_name,city_name,cuisines
La Cigale,France,Villerville,"Italian, Pizza"
Le Bellevue,France,Villerville,
Villerville Snack,France,Villerville,Fast food
La Cabane Bleue,France,Villerville,French
Restaurant Le Bellevue,France,Villerville,"French, European"
Vue Mer,France,Villerville,
Creperie du Coin,France,Villerville,French
Creperie Des Monts D'arree,France,Commana,French
La Boule D'Or,France,Commana,
Au Lac Restaurant,France,Commana,"Asian, French, European"
La Gondola,France,Clamecy,"Italian, Mediterranean, Romana, Lazio, Central-Italian"
L'Ile margot,France,Clamecy,French
La Grenouillere,France,Clamecy,French
L'Angelus,France,Clamecy,"French, European"
Pain Gourmand,France,Clamecy,
Portal Emmanuel,France,Clamecy,
Cafeteria La Mirandole,France,Clamecy,
Boulangerie Meignen,France,Clamecy,
Marrakech,France,Clamecy,"Moroccan, Mediterranean, Middle Eastern"
2 Pieces Cuisine,France,Clamecy,"French, European"
Le Boudoir De Clamecy,France,Clamecy,"French, Wine Bar"
Chez Moustache,France,Clamecy,"French, Fast food"
Hostellerie de la Poste,France,Clamecy,"French, European"
La Vieille Rome,France,Clamecy,"Italian, Pizza"
La Tour,France,Clamecy,"Italian, Pizza, French"
Le Saint Cyran,France,Saint Michel en Brenne,
Le Garden,France,Meylan,French
Le Tandem,France,Meylan,French
Paul,France,Meylan,"French, Fast food"
Le D'Cale,France,Meylan,French
Zen Eat,France,Meylan,"Pub, Gastropub"
Brasserie Le K,France,Meylan,"French, Bar, Pub"
Burger King,France,Meylan,"American, Fast food"
Pâtisserie Chocolaterie Romain Rey,France,Meylan,
La Casetta,France,Meylan,"Italian, French, European"
Palicao,France,Meylan,
L.R.P,France,Meylan,
La Mandibule,France,Meylan,"Italian, French"
L'Entourloupe,France,Meylan,French
Le Cafe,France,Meylan,
Arancini &'cco,France,Meylan,Italian
Le petit Nice,France,Meylan,
Le Square,France,Meylan,
L’Esquisse,France,Meylan,"French, Healthy"
L'esquisse,France,Meylan,French
Comptoir Libanais Meylan,France,Meylan,"Lebanese, Mediterranean, Middle Eastern"
Au Fil de Jours,France,Meylan,French
Le Taravo,France,Meylan,"French, Bar, Mediterranean, European"
Wok Asia,France,Meylan,"Chinese, Asian, Vietnamese"
L'entre Courts,France,Meylan,French
Restaurant Les Saisons,France,Meylan,"French, European"
La Balade des Joyeux Marmitons,France,Meylan,"French, European"
Restaurant Angkor,France,Meylan,"Asian, Cambodian, Vietnamese"
la p'tite cantine,France,Meylan,Deli
McDonald's,France,Meylan,Fast food
Chez Enzo - Pizzeria,France,Meylan,"Italian, Pizza"
La Seniorie,France,Correze,French
Relais du Quercy,France,Correze,French
Le Comptoir Vignolais,France,Correze,
Le Pêcheur de Lune,France,Correze,French
L'Entracte,France,Correze,"Bar, Pub, French"
McDonald's Vern Sur Seiche,France,Vern sur Seiche,Fast food
Aux Bles d'Or,France,Vern sur Seiche,
La Mie du Pain,France,Vern sur Seiche,French
Creperie La Bretonne,France,Vern sur Seiche,French
Saveur de Braises,France,Vern sur Seiche,French
Subway,France,Vern sur Seiche,"American, Deli"
Domino's Pizza,France,Vern sur Seiche,Pizza
Le Bistrot Vernois,France,Vern sur Seiche,French
Les Tontons Barbac',France,Vern sur Seiche,French
La Casa,France,Vern sur Seiche,"Italian, Pizza"
Flunch,France,Louvroil,
Holly’s Diner Louvroil,France,Louvroil,American
Ma Boucherie,France,Louvroil,
Chez Mex,France,Louvroil,"Mexican, Mediterranean, Algerian"
Subway,France,Louvroil,
3 Brasseurs Louvroil,France,Louvroil,"French, Gastropub"
Mamma Gusto,France,Louvroil,Italian
Royal d'Asie,France,Louvroil,"Asian, Chinese"
Brasserie Les Galeries,France,Louvroil,French
McDonald's,France,Louvroil,Fast food
Restaurant Le Moulin de la Renne,France,Thesee,French
Au Bon Accueil,France,Saint-Generoux,"French, European"
auberge de vieux pont,France,Saint-Generoux,French
le Campagnac,France,Campagnac,"Bar, Pub"
Restaurant de la Gare de Jean Pierre Rodier,France,Campagnac,"French, European, Healthy"
Relais Routier le Bon Secours,France,Campagnac,French
Les Routiers,France,Campagnac,French
La Ferme de Bonsecours,France,Campagnac,French
Le Cosy,France,Saint-Amand-Montrond,French
La Lanterne,France,Saint-Amand-Montrond,"French, Gastropub"
Le Noirlac,France,Saint-Amand-Montrond,French
Le Jupiter,France,Saint-Amand-Montrond,French
MacArthur's,France,Saint-Amand-Montrond,
Patapain,France,Saint-Amand-Montrond,"French, Pizza, Cafe, Fast food"
Restaurant la cuisine d'autrefois,France,Saint-Amand-Montrond,French
Dragon Du Bonheur,France,Saint-Amand-Montrond,"Chinese, Asian, Japanese"
Salon de the de la Tour Morillon,France,Saint-Amand-Montrond,
Orcenais,France,Saint-Amand-Montrond,French
Bar Brasserie la Marine,France,Saint-Amand-Montrond,
La Fleur de Lotus,France,Saint-Amand-Montrond,
Newkbab,France,Saint-Amand-Montrond,Fast food
Auberge de l'Abbaye de Noirlac,France,Saint-Amand-Montrond,"French, European"
La Biaude,France,Saint-Amand-Montrond,French
Le Bistro Des Halles,France,Saint-Amand-Montrond,French
Bar Brasserie du Rond Point,France,Saint-Amand-Montrond,French
O P'ti Truc,France,Saint-Amand-Montrond,French
Brasserie de la Poste,France,Saint-Amand-Montrond,French
Restaurant l'Amandois,France,Saint-Amand-Montrond,"French, European"
Le Paddock,France,Saint-Amand-Montrond,"French, Bar, European, Pub"
La Spanell,France,Saint-Amand-Montrond,French
Chez Jackie,France,Saint-Amand-Montrond,French
Pizzeria la Pizz,France,Saint-Amand-Montrond,"Italian, Pizza"
La Rotonde,France,Saint-Amand-Montrond,"French, Bar, European"
Le Biniou,France,Saint-Amand-Montrond,French
EAT-N-GO,France,Saint-Amand-Montrond,"American, Fast food"
Le Bec Sale,France,Saint-Amand-Montrond,"French, Brew Pub, Fast food, Contemporary, Pub, Wine Bar"
McDonald's,France,Saint-Amand-Montrond,Fast food
Royal Restaurant Kebab,France,Saint-Amand-Montrond,Turkish
L'Escale des Gravières,France,Meilhan-sur-Garonne,"Bar, Cafe, International, Thai, Pub, Healthy"
La Tablée Gourmande,France,Meilhan-sur-Garonne,"French, Cafe, European, Asian, Australian"
Relais Du Sentier,France,Murols,French
Du Vieux Pont,France,Saint-Flour,
Chocolaterie du Pays de Saint Flour,France,Saint-Flour,
Chez Jeannette Le Petit Creux,France,Ile-aux-Moines,
Sophie de Kerno,France,Ile-aux-Moines,"French, Seafood, Polynesian"
Bara Pita,France,Ile-aux-Moines,"Lebanese, Mediterranean"
Le Rouge,France,Ile-aux-Moines,French
La Terrasse de L’Ile,France,Ile-aux-Moines,French
Le Maëmi,France,Ile-aux-Moines,"French, European"
Mary Boat Trip,France,Ile-aux-Moines,French
La Girouette,France,Ile-aux-Moines,French
Le Grand Pont Ile Aux Moine,France,Ile-aux-Moines,French
Asphodele,France,Ile-aux-Moines,French
Chez Charlemagne,France,Ile-aux-Moines,"French, European"
Restaurant les Embruns,France,Ile-aux-Moines,"French, Seafood, European"
Lonely Galettes,France,Ile-aux-Moines,French
Restaurant Le San Francisco,France,Ile-aux-Moines,"Seafood, French"
La Livarde,France,Ile-aux-Moines,French
Le Cap Horn,France,Ile-aux-Moines,French
La Chaumiere,France,Ile-aux-Moines,French
Restaurant Zubiondoa,France,Osses,"French, Pizza"
La Ferme Gourmande,France,Osses,French
Komptoir d'Osses,France,Osses,"French, Spanish, Middle Eastern, Afghani, Dining bars"
Le Komptoir d'Ossès,France,Osses,
Mendi Alde,France,Osses,"French, European, Spanish, Grill"
L'Auberge Etxeko-Borda,France,Osses,French
Le tropical,France,Saint-Aignan,French
Les Bambous,France,Saint-Aignan,Chinese
Les 3 Chemins,France,Saint-Aignan,"French, European"
Le Mont Saint pizza,France,Saint-Aignan,"Pizza, Italian"
Le Kilimandjaro,France,Saint-Aignan,"American, Fast food"
Chez Jerome,France,Saint-Aignan,"Italian, Pizza"
Restaurant Le Bacchus,France,Saint-Aignan,"French, European"
L'Amarena,France,Saint-Aignan,"Italian, Pizza, European"
Le Mange Grenouille,France,Saint-Aignan,"French, European"
L'Embarcadere,France,Saint-Aignan,"French, European"
Archimède,France,Saint-Aignan,"French, European"
Rock around the cook,France,Saint-Aignan,"French, Brew Pub, Bar, Pub"
L'apothicaire,France,Saint-Aignan,"French, Fast food"
Le Sichuan,France,Saint-Aignan,
Le Yasuni,France,Saint-Aignan,French
Kebab,France,Saint-Aignan,Turkish
Le Vinci,France,Saint-Aignan,Southern-Italian
Le Crêpiot,France,Saint-Aignan,"French, European, Healthy"
Le Saint-Aignan,France,Saint-Aignan,French
Crêperie Au Bigouden,France,Saint-Aignan,French
Le Tegallalang,France,Saint-Aignan,"French, European"
Grand Hotel Saint Aigan,France,Saint-Aignan,
Délices d'Asie,France,Saint-Aignan,"Chinese, Asian, Thai"
Aux Cepages,France,Saint-Aignan,French
Sur le Pont,France,Saint-Aignan,"French, European"
Restaurant le 8,France,Saint-Aignan,"French, European"
Lycée hôtelier Georges Baptiste,France,Canteleu,French
McDonald's,France,Canteleu,Fast food
Le Flaubert,France,Canteleu,French
Bar De La Marine,France,Canteleu,Dining bars
Pizza Yolo,France,Canteleu,
Show Kebab,France,Canteleu,"Turkish, Steakhouse"
Au Repere du Loup,France,Canteleu,
Pizzeria du Panorama la Tarantine,France,Canteleu,"Pizza, Italian, French"
Bistrot de la forge,France,La Bruere-Sur-Loir,French
L'Entre Potes,France,Viozan,French
Le Moulin De Saint Gal,France,Saint-Gal-sur-Sioule,French
La Bougnate De Saint Gal,France,Saint-Gal-sur-Sioule,French
La Bougnate,France,Saint-Gal-sur-Sioule,
La Grangee,France,Alluy,"French, European"
La Belle Etoile,France,Longperrier,French
Andiamo Pizza,France,Crosne,"American, Steakhouse, Pizza, Fast food, Turkish"
Chez Yoshinoya,France,Crosne,"Japanese, Asian, Sushi"
La Panipizz,France,Crosne,"Italian, Pizza"
Casa di roma,France,Crosne,"Italian, Pizza, European, Albanian"
Cosy Crepes,France,Crosne,French
Brasserie Le Petit,France,Crosne,"Bar, Barbecue, Turkish, Pub, Dining bars"
Le Café des Arts,France,Crosne,"French, Brew Pub, Bar, Fast food, Pub"
La Maison du Pressoir,France,Crosne,"French, European"
Raja Maharaja,France,Crosne,"Indian, Pakistani, Middle Eastern"
Le Torii,France,Crosne,"Japanese, Asian"
Chai Nous,France,Crosne,"French, European"
Domino's Pizza,France,Villeparisis,Pizza
Family Pizza,France,Villeparisis,Pizza
Restaurant Indienne Maharaja,France,Villeparisis,Indian
O'Silver,France,Villeparisis,Turkish
La Cantine,France,Villeparisis,French
Le Venise,France,Villeparisis,French
Restaurant Le Phnom Sarl,France,Villeparisis,"Asian, Vietnamese"
Bistro Regent Villeparisis,France,Villeparisis,French
Cantinho do Frango,France,Villeparisis,"Portuguese, European"
Yogorino Villeparis,France,Villeparisis,"Italian, French"
Trio pizza,France,Villeparisis,Pizza
Bella Vita Pizza,France,Villeparisis,"Italian, Pizza, Fast food, International, European"
Spizza,France,Villeparisis,"Italian, Pizza"
Burger King,France,Villeparisis,
Tombouctou,France,Villeparisis,African
Le Balthazar,France,Villeparisis,"Italian, French"
Leon de Bruxelles,France,Villeparisis,"French, Belgian, Seafood, European"
Jin Li lai,France,Villeparisis,"Chinese, Asian"
Royal Tokyo,France,Villeparisis,Japanese
Le Petit Chalet,France,Villeparisis,"European, Portuguese"
Siecle d'or,France,Villeparisis,"Asian, Chinese"
Courtepaille,France,Villeparisis,"French, Steakhouse"
Le Martin Pêcheur,France,Villeparisis,
YAKICHI,France,Villeparisis,"Japanese, Asian, Sushi"
Memphis Coffee Villeparisis,France,Villeparisis,"American, Diner"
RESTAURANT GUJRAT,France,Villeparisis,"Indian, Pakistani, Middle Eastern"
McDonald's,France,Villeparisis,Fast food
La Trattoria,France,Villeparisis,Italian
Le Boeuf Au Pre,France,Villeparisis,French
L'Auberge du Canal,France,Ecuisses,
Entre terre et mer Hôtel Restaurant,France,Ecuisses,French
Le Saint Pierre,France,Ecuisses,French
L’auberge du Canal,France,Ecuisses,"French, Brew Pub"
Il Quadro,France,Kingersheim,"Italian, Mediterranean"
Star Kebbab,France,Kingersheim,Turkish
Erhard Les Desserts,France,Kingersheim,Cafe
Grand Buffet,France,Kingersheim,"Asian, Chinese, Japanese"
Burger King,France,Kingersheim,"American, Fast food"
Capitaine Pizza,France,Kingersheim,Pizza
Poulaillon Kingersheim,France,Kingersheim,"Cafe, Fast food"
Boulangerie Marie Blachere,France,Kingersheim,
Sapori Siciliana Kingersheim,France,Kingersheim,"Italian, Sicilian, Southern-Italian"
"Biscotte, Bon Pain & Cie",France,Kingersheim,"French, Cafe"
Sushi Lauv,France,Kingersheim,"Japanese, Sushi, Asian, Korean, Japanese Fusion"
Casa Del Local,France,Kingersheim,Mediterranean
La Risotteria,France,Kingersheim,Italian
Buffalo Grill,France,Kingersheim,Steakhouse
L'Arbre Vert,France,Kingersheim,French
Royal de Chine,France,Kingersheim,"Asian, Chinese"
La Roseraie,France,Kingersheim,"Moroccan, Mediterranean, Middle Eastern, Tunisian"
Domino's Pizza,France,Kingersheim,"Pizza, Italian"
La Sicilienne,France,Kingersheim,Italian
Association Les Sheds,France,Kingersheim,French
McDonald's,France,Kingersheim,Fast food
Bella Ciao Pizzeria,France,Montgermont,"Italian, Pizza"
Aux P'tits Oignons,France,Montgermont,"French, Grill, Pizza"
Ty Mamm Gwen,France,Montgermont,French
Villa D'or,France,Montgermont,"Chinese, Japanese, Asian, Vietnamese"
Au Negociant,France,Cerise,"Italian, European, French"
Campanile Alencon,France,Cerise,French
Le Palmier,France,Guipavas,Fast food
Osaka Froutven,France,Guipavas,"Asian, Japanese, Sushi"
Atelier 29,France,Guipavas,French
Le Ship Inn,France,Guipavas,"French, European"
Fromagerie du Bout du Monde,France,Guipavas,
Restaurant Del Arte Guipavas,France,Guipavas,Italian
Penn Ar Bread,France,Guipavas,French
Izee,France,Guipavas,
Memphis Brest,France,Guipavas,American
Domino's Pizza,France,Guipavas,Pizza
Coq'Inn,France,Guipavas,"French, Pizza"
Brasserie Moderne,France,Guipavas,French
L'Atelier du Gourmet,France,Guipavas,"French, Brew Pub, Deli, Wine Bar"
Il Gusto,France,Guipavas,Italian
Eat salad,France,Guipavas,French
Britt Kafe,France,Guipavas,"Brew Pub, Bar, Pub, Wine Bar, Dining bars"
Burger King,France,Guipavas,
Dragon d'Or,France,Guipavas,"Chinese, Asian"
Hippopotamus,France,Guipavas,"French, European, Grill"
Domino's Pizza Brest - Guipavas,France,Guipavas,"Pizza, Italian"
McDonald's,France,Guipavas,Fast food
Le Poelon,France,Guipavas,Italian
La Pataterie Brest,France,Guipavas,"French, European"
Courtepaille,France,Guipavas,"French, Barbecue"
Le Chantaco,France,Guipavas,Italian
Le Labo,France,Guipavas,French
L'Escale,France,Guipavas,French
Chez Francois,France,La Londe Les Maures,"Italian, Pizza"
Restaurant L'Hemingway,France,La Londe Les Maures,"French, Mediterranean, European, Asian, Contemporary, Healthy"
Poivr Sel,France,La Londe Les Maures,French
L'Inattendu,France,La Londe Les Maures,French
Restaurant Le Petit Bois,France,La Londe Les Maures,French
Manege Du Port,France,La Londe Les Maures,
Chez Ludo,France,La Londe Les Maures,"Italian, French, Mediterranean"
Café des Sports,France,La Londe Les Maures,French
Lili by Eugene,France,La Londe Les Maures,French
L'Oasis,France,La Londe Les Maures,Italian
La Rade,France,La Londe Les Maures,"French, Mediterranean"
Mozzarella,France,La Londe Les Maures,"Italian, French, Pizza"
O Matelot,France,La Londe Les Maures,Italian
Le President,France,La Londe Les Maures,"Italian, French, Mediterranean, European"
Le Burger Fou,France,La Londe Les Maures,
Le Burger Fou,France,La Londe Les Maures,"French, American, Fast food"
Bao Bouche a Oreille,France,La Londe Les Maures,"Italian, French"
Côté Plage,France,La Londe Les Maures,"French, Mediterranean"
L'Amarena,France,La Londe Les Maures,"Pizza, Fast food, Italian"
Côté Port,France,La Londe Les Maures,
Le Carré,France,La Londe Les Maures,"French, Moroccan, Mediterranean, International"
Snack de l'Argentière,France,La Londe Les Maures,"French, Fast food"
Sur le Pouce,France,La Londe Les Maures,Fast food
L'Assiette,France,La Londe Les Maures,French
Restaurant La Thailondaise,France,La Londe Les Maures,
Elisa leriche traiteur,France,La Londe Les Maures,"Italian, French, Asian"
Club House de Valcros,France,La Londe Les Maures,French
L'Escale,France,La Londe Les Maures,"French, Mediterranean"
La P'tite Cuisine,France,La Londe Les Maures,"French, Fast food, European, Diner"
Les Moulieres,France,La Londe Les Maures,
Le Panoramic,France,La Londe Les Maures,"French, Mediterranean, European"
La Voile Plage,France,La Londe Les Maures,French
La Pizz A Toute Heure 83,France,La Londe Les Maures,Pizza
le jardin provencal,France,La Londe Les Maures,"Mediterranean, French"
Les saveurs d'ange,France,La Londe Les Maures,"French, Mediterranean, European"
Le Gargantua Cafe,France,La Londe Les Maures,"French, Bar, Cafe, International, European, Pub"
Le Pansard,France,La Londe Les Maures,French
le galion,France,La Londe Les Maures,"Seafood, French"
Le Lagon,France,La Londe Les Maures,"French, Bar, European, Pub"
La Cigale de la Londe,France,La Londe Les Maures,"French, Mediterranean, European, Contemporary"
Cédric GOLA,France,La Londe Les Maures,French
Casa Fiorino,France,La Londe Les Maures,Italian
La Pipote la londe les maures,France,La Londe Les Maures,"French, Mediterranean"
Le Vertigo,France,La Londe Les Maures,French
I Love Sushi,France,La Londe Les Maures,"Japanese, Sushi, Asian"
Aux Baguettes d'Or,France,La Londe Les Maures,"Vietnamese, Asian"
Le San Remo,France,La Londe Les Maures,"Italian, French, European"
La Brasserie Provencale,France,La Londe Les Maures,French
La Rose des Vents,France,La Londe Les Maures,"French, Seafood, European"
Au Petit Gourmand,France,La Londe Les Maures,French
Chez Philippe et Muriel,France,La Londe Les Maures,"French, Mediterranean, Seafood, European"
L'Ours Blanc,France,La Londe Les Maures,"Street Food, French, American, Fast food"
L' Alezan,France,La Londe Les Maures,"French, Grill"
La Caravelle,France,La Londe Les Maures,"Pizza, French"
Côté Terrasse,France,La Londe Les Maures,"French, Pizza, Seafood, Grill"
Asia Gourmets,France,La Londe Les Maures,"Asian, Vietnamese, Thai"
Restaurant Imperial,France,Coulommiers,"Chinese, Japanese, Asian, Vietnamese"
L'Uzine,France,Coulommiers,French
The Corners Food Court,France,Coulommiers,Fast food
Restaurant Le Saint Pierre,France,Coulommiers,"French, European, Diner, Portuguese"
Okasushi,France,Coulommiers,"Japanese, Sushi, Asian"
L'Incontournable,France,Coulommiers,French
Rajastan,France,Coulommiers,"Indian, Native American, Pakistani"
Festa Farina  & Pizza,France,Coulommiers,"Italian, Pizza"
O Carre Rouge,France,Coulommiers,French
Pizzeria Chez Vito,France,Coulommiers,"Italian, Pizza, Mediterranean, Deli, Neapolitan, Campania, Southern-Italian"
L'Escale,France,Coulommiers,"French, Brew Pub, Bar, Cafe, European, Pub, Portuguese"
Boulangerie Marie Blachere,France,Coulommiers,
Restaurant La Crepoise,France,Coulommiers,"French, European"
